cultivo,campania,municipio_id,municipio_nombre,superficie_sembrada,superficie_cosechada,produccion,rendimiento
Ajo,1976/77,06042,Ayacucho,4,4,10,2500
Ajo,1971/72,06049,Azul,3,2,5,2500
Ajo,1972/73,06049,Azul,3,2,5,2500
Ajo,1973/74,06049,Azul,7,7,25,3571
Ajo,1974/75,06049,Azul,5,5,15,3000
Ajo,1975/76,06049,Azul,5,5,15,3000
Ajo,1976/77,06049,Azul,4,4,12,3000
Ajo,1969/70,06056,Bahia Blanca,10,10,40,4000
Ajo,1970/71,06056,Bahia Blanca,16,12,48,4000
Ajo,1971/72,06056,Bahia Blanca,16,16,61,3813
Ajo,1972/73,06056,Bahia Blanca,15,15,54,3600
Ajo,1973/74,06056,Bahia Blanca,15,15,57,3800
Ajo,1974/75,06056,Bahia Blanca,15,15,60,4000
Ajo,1975/76,06056,Bahia Blanca,15,15,61,4067
Ajo,1976/77,06056,Bahia Blanca,16,16,64,4000
Ajo,1977/78,06056,Bahia Blanca,19,19,76,4000
Ajo,1978/79,06056,Bahia Blanca,19,19,76,4000
Ajo,1979/80,06056,Bahia Blanca,21,21,90,4286
Ajo,1980/81,06056,Bahia Blanca,15,15,60,4000
Ajo,1981/82,06056,Bahia Blanca,10,10,39,3900
Ajo,1983/84,06056,Bahia Blanca,14,14,50,3571
Ajo,1984/85,06056,Bahia Blanca,14,14,56,4000
Ajo,1985/86,06056,Bahia Blanca,10,10,36,3600
Ajo,1986/87,06056,Bahia Blanca,15,15,60,4000
Ajo,1987/88,06056,Bahia Blanca,10,10,30,3000
Ajo,1969/70,06063,Balcarce,450,450,2025,4500
Ajo,1970/71,06063,Balcarce,463,463,1967,4248
Ajo,1971/72,06063,Balcarce,450,450,2022,4493
Ajo,1972/73,06063,Balcarce,460,460,2300,5000
Ajo,1973/74,06063,Balcarce,480,480,2160,4500
Ajo,1974/75,06063,Balcarce,444,444,1800,4054
Ajo,1975/76,06063,Balcarce,473,473,1974,4173
Ajo,1976/77,06063,Balcarce,480,480,2160,4500
Ajo,1977/78,06063,Balcarce,450,450,2160,4800
Ajo,1978/79,06063,Balcarce,470,470,2350,5000
Ajo,1979/80,06063,Balcarce,450,450,2360,5244
Ajo,1980/81,06063,Balcarce,300,300,1280,4267
Ajo,1981/82,06063,Balcarce,275,275,990,3600
Ajo,1982/83,06063,Balcarce,275,275,963,3502
Ajo,1983/84,06063,Balcarce,265,265,795,3000
Ajo,1984/85,06063,Balcarce,275,275,872,3171
Ajo,1985/86,06063,Balcarce,275,275,955,3473
Ajo,1986/87,06063,Balcarce,259,259,910,3514
Ajo,1987/88,06063,Balcarce,258,258,910,3527
Ajo,1989/90,06063,Balcarce,50,50,250,5000
Ajo,1990/91,06063,Balcarce,80,80,400,5000
Ajo,1991/92,06063,Balcarce,100,90,360,4000
Ajo,1992/93,06063,Balcarce,100,95,520,5474
Ajo,1993/94,06063,Balcarce,90,85,425,5000
Ajo,1994/95,06063,Balcarce,70,68,306,4500
Ajo,1995/96,06063,Balcarce,40,39,176,4513
Ajo,1996/97,06063,Balcarce,70,70,280,4000
Ajo,1997/98,06063,Balcarce,65,65,260,4000
Ajo,1969/70,06070,Baradero,5,5,20,4000
Ajo,1970/71,06070,Baradero,5,5,20,4000
Ajo,1971/72,06070,Baradero,7,6,18,3000
Ajo,1972/73,06070,Baradero,8,7,21,3000
Ajo,1973/74,06070,Baradero,10,10,35,3500
Ajo,1974/75,06070,Baradero,12,12,44,3667
Ajo,1975/76,06070,Baradero,11,11,39,3545
Ajo,1976/77,06070,Baradero,15,15,55,3667
Ajo,1969/70,06084,Benito Juarez,5,5,22,4400
Ajo,1970/71,06084,Benito Juarez,35,35,196,5600
Ajo,1971/72,06084,Benito Juarez,30,30,168,5600
Ajo,1972/73,06084,Benito Juarez,40,40,376,9400
Ajo,1973/74,06084,Benito Juarez,43,43,151,3512
Ajo,1974/75,06084,Benito Juarez,35,35,87,2486
Ajo,1975/76,06084,Benito Juarez,20,20,40,2000
Ajo,1976/77,06084,Benito Juarez,10,10,25,2500
Ajo,1977/78,06084,Benito Juarez,5,5,12,2400
Ajo,1969/70,06091,Berazategui,3,3,12,4000
Ajo,1970/71,06091,Berazategui,3,3,12,4000
Ajo,1971/72,06091,Berazategui,4,4,13,3250
Ajo,1969/70,06098,Berisso,2,2,8,4000
Ajo,1970/71,06098,Berisso,2,2,8,4000
Ajo,1971/72,06098,Berisso,2,2,7,3500
Ajo,1969/70,06105,Bolivar,2,2,6,3000
Ajo,1970/71,06105,Bolivar,6,6,20,3333
Ajo,1971/72,06105,Bolivar,2,2,7,3500
Ajo,1972/73,06105,Bolivar,2,2,7,3500
Ajo,1969/70,06119,Brandsen,1,1,3,3000
Ajo,1969/70,06126,Campana,5,5,21,4200
Ajo,1970/71,06126,Campana,5,5,21,4200
Ajo,1971/72,06126,Campana,5,5,21,4200
Ajo,1972/73,06126,Campana,5,5,20,4000
Ajo,1973/74,06126,Campana,5,5,20,4000
Ajo,1974/75,06126,Campana,5,5,20,4000
Ajo,1975/76,06126,Campana,5,5,20,4000
Ajo,1976/77,06126,Campana,10,10,40,4000
Ajo,1977/78,06126,Campana,10,10,42,4200
Ajo,1978/79,06126,Campana,10,10,42,4200
Ajo,1979/80,06126,Campana,10,10,43,4300
Ajo,1980/81,06126,Campana,10,10,45,4500
Ajo,1969/70,06134,Canuelas,2,2,7,3500
Ajo,1970/71,06134,Canuelas,2,2,7,3500
Ajo,1971/72,06134,Canuelas,2,2,7,3500
Ajo,1969/70,06140,Capitan Sarmiento,3,3,7,2333
Ajo,1970/71,06140,Capitan Sarmiento,2,2,6,3000
Ajo,1971/72,06140,Capitan Sarmiento,2,0,0,0
Ajo,1972/73,06140,Capitan Sarmiento,2,0,0,0
Ajo,1973/74,06140,Capitan Sarmiento,2,0,0,0
Ajo,1969/70,06161,Carmen De Areco,5,5,6,1200
Ajo,1970/71,06161,Carmen De Areco,4,4,10,2500
Ajo,1971/72,06161,Carmen De Areco,5,5,12,2400
Ajo,1972/73,06161,Carmen De Areco,6,5,15,3000
Ajo,1973/74,06161,Carmen De Areco,6,6,18,3000
Ajo,1975/76,06161,Carmen De Areco,6,6,20,3333
Ajo,1976/77,06161,Carmen De Areco,6,6,21,3500
Ajo,1977/78,06161,Carmen De Areco,6,6,21,3500
Ajo,1978/79,06161,Carmen De Areco,5,5,15,3000
Ajo,1979/80,06161,Carmen De Areco,5,5,17,3400
Ajo,1980/81,06161,Carmen De Areco,5,5,18,3600
Ajo,1969/70,06168,Castelli,1,1,3,3000
Ajo,1970/71,06168,Castelli,1,1,3,3000
Ajo,1971/72,06168,Castelli,2,2,7,3500
Ajo,1972/73,06168,Castelli,2,2,7,3500
Ajo,1973/74,06168,Castelli,2,2,7,3500
Ajo,1974/75,06168,Castelli,2,2,8,4000
Ajo,1975/76,06168,Castelli,3,3,12,4000
Ajo,1976/77,06168,Castelli,4,4,18,4500
Ajo,1969/70,06210,Chacabuco,7,7,18,2571
Ajo,1970/71,06210,Chacabuco,5,5,13,2600
Ajo,1971/72,06210,Chacabuco,5,5,13,2600
Ajo,1972/73,06210,Chacabuco,3,3,6,2000
Ajo,1973/74,06210,Chacabuco,5,5,15,3000
Ajo,1974/75,06210,Chacabuco,5,5,16,3200
Ajo,1975/76,06210,Chacabuco,6,6,19,3167
Ajo,1976/77,06210,Chacabuco,8,8,28,3500
Ajo,1977/78,06210,Chacabuco,7,7,24,3429
Ajo,1978/79,06210,Chacabuco,7,7,21,3000
Ajo,1979/80,06210,Chacabuco,9,9,31,3444
Ajo,1980/81,06210,Chacabuco,10,10,37,3700
Ajo,1969/70,06218,Chascomus,1,1,3,3000
Ajo,1970/71,06218,Chascomus,1,1,3,3000
Ajo,1971/72,06218,Chascomus,2,2,7,3500
Ajo,1972/73,06218,Chascomus,2,2,7,3500
Ajo,1973/74,06218,Chascomus,2,2,7,3500
Ajo,1974/75,06218,Chascomus,2,2,8,4000
Ajo,1975/76,06218,Chascomus,4,4,16,4000
Ajo,1976/77,06218,Chascomus,5,5,22,4400
Ajo,1969/70,06224,Chivilcoy,30,30,45,1500
Ajo,1970/71,06224,Chivilcoy,5,5,18,3600
Ajo,1971/72,06224,Chivilcoy,3,3,11,3667
Ajo,1972/73,06224,Chivilcoy,2,2,8,4000
Ajo,1969/70,06175,Colon,5,5,12,2400
Ajo,1970/71,06175,Colon,4,4,10,2500
Ajo,1971/72,06175,Colon,5,5,12,2400
Ajo,1972/73,06175,Colon,3,3,6,2000
Ajo,1973/74,06175,Colon,4,4,10,2500
Ajo,1974/75,06175,Colon,3,3,7,2333
Ajo,1975/76,06175,Colon,2,2,6,3000
Ajo,1976/77,06175,Colon,1,1,3,3000
Ajo,1977/78,06175,Colon,1,1,4,4000
Ajo,1978/79,06175,Colon,3,3,9,3000
Ajo,1969/70,06182,Coronel De Marina L Rosales,5,5,20,4000
Ajo,1970/71,06182,Coronel De Marina L Rosales,6,4,16,4000
Ajo,1971/72,06182,Coronel De Marina L Rosales,6,6,23,3833
Ajo,1972/73,06182,Coronel De Marina L Rosales,5,5,18,3600
Ajo,1973/74,06182,Coronel De Marina L Rosales,5,5,18,3600
Ajo,1974/75,06182,Coronel De Marina L Rosales,5,5,20,4000
Ajo,1975/76,06182,Coronel De Marina L Rosales,10,10,41,4100
Ajo,1976/77,06182,Coronel De Marina L Rosales,11,11,44,4000
Ajo,1977/78,06182,Coronel De Marina L Rosales,12,12,48,4000
Ajo,1978/79,06182,Coronel De Marina L Rosales,12,12,48,4000
Ajo,1979/80,06182,Coronel De Marina L Rosales,20,20,85,4250
Ajo,1980/81,06182,Coronel De Marina L Rosales,10,10,39,3900
Ajo,1981/82,06182,Coronel De Marina L Rosales,10,10,38,3800
Ajo,1983/84,06182,Coronel De Marina L Rosales,10,10,37,3700
Ajo,1984/85,06182,Coronel De Marina L Rosales,10,10,40,4000
Ajo,1985/86,06182,Coronel De Marina L Rosales,10,10,37,3700
Ajo,1969/70,06189,Coronel Dorrego,15,15,83,5533
Ajo,1970/71,06189,Coronel Dorrego,25,25,130,5200
Ajo,1971/72,06189,Coronel Dorrego,20,20,106,5300
Ajo,1972/73,06189,Coronel Dorrego,30,30,264,8800
Ajo,1973/74,06189,Coronel Dorrego,50,50,425,8500
Ajo,1974/75,06189,Coronel Dorrego,50,50,420,8400
Ajo,1975/76,06189,Coronel Dorrego,60,60,312,5200
Ajo,1976/77,06189,Coronel Dorrego,65,65,293,4508
Ajo,1977/78,06189,Coronel Dorrego,20,20,90,4500
Ajo,1978/79,06189,Coronel Dorrego,6,6,24,4000
Ajo,1979/80,06189,Coronel Dorrego,6,6,24,4000
Ajo,1969/70,06196,Coronel Pringles,15,15,75,5000
Ajo,1970/71,06196,Coronel Pringles,15,15,76,5067
Ajo,1971/72,06196,Coronel Pringles,15,15,79,5267
Ajo,1972/73,06196,Coronel Pringles,20,20,182,9100
Ajo,1973/74,06196,Coronel Pringles,30,30,270,9000
Ajo,1974/75,06196,Coronel Pringles,25,25,225,9000
Ajo,1975/76,06196,Coronel Pringles,30,30,174,5800
Ajo,1976/77,06196,Coronel Pringles,30,30,150,5000
Ajo,1977/78,06196,Coronel Pringles,10,10,50,5000
Ajo,1978/79,06196,Coronel Pringles,5,5,22,4400
Ajo,1979/80,06196,Coronel Pringles,5,5,23,4600
Ajo,1980/81,06196,Coronel Pringles,5,5,23,4600
Ajo,1981/82,06196,Coronel Pringles,4,4,18,4500
Ajo,1969/70,06203,Coronel Suarez,2,2,8,4000
Ajo,1970/71,06203,Coronel Suarez,2,2,7,3500
Ajo,1971/72,06203,Coronel Suarez,2,2,5,2500
Ajo,1969/70,06238,Dolores,2,2,6,3000
Ajo,1970/71,06238,Dolores,2,2,6,3000
Ajo,1971/72,06238,Dolores,3,3,10,3333
Ajo,1972/73,06238,Dolores,3,3,10,3333
Ajo,1973/74,06238,Dolores,4,4,14,3500
Ajo,1974/75,06238,Dolores,6,6,24,4000
Ajo,1975/76,06238,Dolores,8,8,32,4000
Ajo,1976/77,06238,Dolores,10,10,45,4500
Ajo,1976/77,06252,Escobar,5,5,20,4000
Ajo,1977/78,06252,Escobar,10,10,41,4100
Ajo,1978/79,06252,Escobar,5,5,20,4000
Ajo,1979/80,06252,Escobar,5,5,20,4000
Ajo,1980/81,06252,Escobar,10,10,45,4500
Ajo,1969/70,06260,Esteban Echeverria,3,3,12,4000
Ajo,1970/71,06260,Esteban Echeverria,3,3,12,4000
Ajo,1971/72,06260,Esteban Echeverria,3,3,11,3667
Ajo,1969/70,06266,Exaltacion De La Cruz,1,1,4,4000
Ajo,1970/71,06266,Exaltacion De La Cruz,1,1,4,4000
Ajo,1971/72,06266,Exaltacion De La Cruz,1,1,4,4000
Ajo,1972/73,06266,Exaltacion De La Cruz,5,5,20,4000
Ajo,1973/74,06266,Exaltacion De La Cruz,1,1,4,4000
Ajo,1974/75,06266,Exaltacion De La Cruz,5,5,20,4000
Ajo,1975/76,06266,Exaltacion De La Cruz,5,5,20,4000
Ajo,1976/77,06266,Exaltacion De La Cruz,14,14,42,3000
Ajo,1969/70,06274,Florencio Varela,3,3,12,4000
Ajo,1970/71,06274,Florencio Varela,5,5,20,4000
Ajo,1971/72,06274,Florencio Varela,6,6,23,3833
Ajo,1969/70,06280,General Alvarado,7,7,31,4429
Ajo,1970/71,06280,General Alvarado,6,6,25,4167
Ajo,1971/72,06280,General Alvarado,5,5,22,4400
Ajo,1972/73,06280,General Alvarado,4,4,18,4500
Ajo,1969/70,06294,General Arenales,2,2,4,2000
Ajo,1970/71,06294,General Arenales,1,1,2,2000
Ajo,1971/72,06294,General Arenales,1,1,2,2000
Ajo,1969/70,06301,General Belgrano,1,1,4,4000
Ajo,1969/70,06315,General Juan Madariaga,2,2,6,3000
Ajo,1970/71,06315,General Juan Madariaga,1,1,4,4000
Ajo,1971/72,06315,General Juan Madariaga,1,1,4,4000
Ajo,1972/73,06315,General Juan Madariaga,1,1,4,4000
Ajo,1969/70,06322,General La Madrid,1,1,4,4000
Ajo,1970/71,06322,General La Madrid,1,1,3,3000
Ajo,1971/72,06322,General La Madrid,1,1,2,2000
Ajo,1969/70,06357,General Pueyrredon,28,28,126,4500
Ajo,1970/71,06357,General Pueyrredon,30,30,127,4233
Ajo,1971/72,06357,General Pueyrredon,25,25,110,4400
Ajo,1972/73,06357,General Pueyrredon,20,20,90,4500
Ajo,1973/74,06357,General Pueyrredon,25,25,107,4280
Ajo,1974/75,06357,General Pueyrredon,24,24,96,4000
Ajo,1975/76,06357,General Pueyrredon,27,27,113,4185
Ajo,1976/77,06357,General Pueyrredon,30,30,135,4500
Ajo,1977/78,06357,General Pueyrredon,25,25,112,4480
Ajo,1978/79,06357,General Pueyrredon,30,30,135,4500
Ajo,1979/80,06357,General Pueyrredon,25,25,120,4800
Ajo,1980/81,06357,General Pueyrredon,3,3,12,4000
Ajo,1981/82,06357,General Pueyrredon,3,3,10,3333
Ajo,1982/83,06357,General Pueyrredon,7,7,24,3429
Ajo,1983/84,06357,General Pueyrredon,3,3,9,3000
Ajo,1984/85,06357,General Pueyrredon,5,5,15,3000
Ajo,1985/86,06357,General Pueyrredon,5,5,17,3400
Ajo,1986/87,06357,General Pueyrredon,3,3,10,3333
Ajo,1987/88,06357,General Pueyrredon,3,3,10,3333
Ajo,1996/97,06357,General Pueyrredon,10,9,39,4333
Ajo,1969/70,06364,General Rodriguez,10,10,42,4200
Ajo,1970/71,06364,General Rodriguez,15,15,60,4000
Ajo,1971/72,06364,General Rodriguez,15,15,60,4000
Ajo,1972/73,06364,General Rodriguez,15,15,60,4000
Ajo,1973/74,06364,General Rodriguez,15,15,63,4200
Ajo,1974/75,06364,General Rodriguez,15,15,60,4000
Ajo,1975/76,06364,General Rodriguez,15,15,60,4000
Ajo,1976/77,06364,General Rodriguez,15,15,60,4000
Ajo,1977/78,06364,General Rodriguez,10,10,42,4200
Ajo,1978/79,06364,General Rodriguez,15,15,63,4200
Ajo,1979/80,06364,General Rodriguez,15,15,65,4333
Ajo,1980/81,06364,General Rodriguez,15,15,65,4333
Ajo,1981/82,06364,General Rodriguez,10,10,44,4400
Ajo,1982/83,06364,General Rodriguez,10,10,42,4200
Ajo,1983/84,06364,General Rodriguez,4,4,12,3000
Ajo,1984/85,06364,General Rodriguez,4,4,15,3750
Ajo,1985/86,06364,General Rodriguez,5,5,15,3000
Ajo,1986/87,06364,General Rodriguez,2,2,10,5000
Ajo,1987/88,06364,General Rodriguez,3,3,10,3333
Ajo,1969/70,06413,Junin,3,3,6,2000
Ajo,1970/71,06413,Junin,3,3,7,2333
Ajo,1971/72,06413,Junin,4,4,10,2500
Ajo,1972/73,06413,Junin,2,2,4,2000
Ajo,1973/74,06413,Junin,1,1,2,2000
Ajo,1974/75,06413,Junin,1,1,2,2000
Ajo,1975/76,06413,Junin,1,1,3,3000
Ajo,1976/77,06413,Junin,1,1,3,3000
Ajo,1977/78,06413,Junin,1,1,4,4000
Ajo,1978/79,06413,Junin,2,2,6,3000
Ajo,1969/70,06427,La Matanza,5,5,20,4000
Ajo,1970/71,06427,La Matanza,7,7,29,4143
Ajo,1971/72,06427,La Matanza,5,5,20,4000
Ajo,1969/70,06441,La Plata,4,4,16,4000
Ajo,1970/71,06441,La Plata,5,5,21,4200
Ajo,1971/72,06441,La Plata,7,7,28,4000
Ajo,1969/70,06448,Laprida,2,2,9,4500
Ajo,1970/71,06448,Laprida,5,5,25,5000
Ajo,1971/72,06448,Laprida,5,5,27,5400
Ajo,1972/73,06448,Laprida,7,7,62,8857
Ajo,1973/74,06448,Laprida,5,5,41,8200
Ajo,1974/75,06448,Laprida,5,5,41,8200
Ajo,1975/76,06448,Laprida,5,5,26,5200
Ajo,1976/77,06448,Laprida,5,5,20,4000
Ajo,1969/70,06455,Las Flores,5,5,15,3000
Ajo,1970/71,06455,Las Flores,5,5,15,3000
Ajo,1971/72,06455,Las Flores,5,2,4,2000
Ajo,1972/73,06455,Las Flores,5,3,7,2333
Ajo,1969/70,06476,Loberia,15,15,64,4267
Ajo,1970/71,06476,Loberia,16,16,68,4250
Ajo,1971/72,06476,Loberia,13,13,55,4231
Ajo,1972/73,06476,Loberia,10,10,43,4300
Ajo,1973/74,06476,Loberia,8,8,32,4000
Ajo,1974/75,06476,Loberia,6,6,23,3833
Ajo,1975/76,06476,Loberia,7,7,28,4000
Ajo,1976/77,06476,Loberia,5,5,21,4200
Ajo,1977/78,06476,Loberia,5,5,20,4000
Ajo,1978/79,06476,Loberia,5,5,20,4000
Ajo,1979/80,06476,Loberia,5,5,20,4000
Ajo,1980/81,06476,Loberia,2,2,8,4000
Ajo,1969/70,06483,Lobos,1,1,4,4000
Ajo,1969/70,06497,Lujan,20,20,80,4000
Ajo,1970/71,06497,Lujan,20,20,80,4000
Ajo,1971/72,06497,Lujan,20,20,80,4000
Ajo,1972/73,06497,Lujan,20,20,82,4100
Ajo,1973/74,06497,Lujan,20,20,80,4000
Ajo,1974/75,06497,Lujan,20,20,80,4000
Ajo,1975/76,06497,Lujan,17,17,68,4000
Ajo,1976/77,06497,Lujan,20,20,84,4200
Ajo,1977/78,06497,Lujan,20,20,80,4000
Ajo,1978/79,06497,Lujan,20,20,80,4000
Ajo,1979/80,06497,Lujan,20,20,80,4000
Ajo,1980/81,06497,Lujan,20,20,85,4250
Ajo,1981/82,06497,Lujan,10,10,46,4600
Ajo,1982/83,06497,Lujan,10,10,45,4500
Ajo,1969/70,06505,Magdalena,1,1,4,4000
Ajo,1969/70,06518,Mar Chiquita,1,1,3,3000
Ajo,1970/71,06518,Mar Chiquita,1,1,4,4000
Ajo,1971/72,06518,Mar Chiquita,1,1,3,3000
Ajo,1972/73,06518,Mar Chiquita,1,1,4,4000
Ajo,1969/70,06525,Marcos Paz,3,3,12,4000
Ajo,1970/71,06525,Marcos Paz,4,4,16,4000
Ajo,1971/72,06525,Marcos Paz,4,4,16,4000
Ajo,1969/70,06532,Mercedes,25,25,100,4000
Ajo,1970/71,06532,Mercedes,27,27,94,3481
Ajo,1971/72,06532,Mercedes,30,30,111,3700
Ajo,1972/73,06532,Mercedes,10,10,35,3500
Ajo,1980/81,06532,Mercedes,10,10,45,4500
Ajo,1981/82,06532,Mercedes,10,10,44,4400
Ajo,1982/83,06532,Mercedes,12,12,54,4500
Ajo,1983/84,06532,Mercedes,4,4,16,4000
Ajo,1984/85,06532,Mercedes,5,5,21,4200
Ajo,1985/86,06532,Mercedes,5,5,18,3600
Ajo,1986/87,06532,Mercedes,2,2,10,5000
Ajo,1987/88,06532,Mercedes,3,3,10,3333
Ajo,1969/70,06539,Merlo,5,5,20,4000
Ajo,1970/71,06539,Merlo,5,5,20,4000
Ajo,1971/72,06539,Merlo,5,5,20,4000
Ajo,1969/70,06547,Monte,1,1,4,4000
Ajo,1980/81,06560,Moreno,5,5,22,4400
Ajo,1981/82,06560,Moreno,5,5,21,4200
Ajo,1969/70,06568,Moron,7,7,28,4000
Ajo,1970/71,06568,Moron,7,7,29,4143
Ajo,1971/72,06568,Moron,5,5,20,4000
Ajo,1969/70,06581,Necochea,70,70,315,4500
Ajo,1970/71,06581,Necochea,120,120,720,6000
Ajo,1971/72,06581,Necochea,150,150,915,6100
Ajo,1972/73,06581,Necochea,200,200,1960,9800
Ajo,1973/74,06581,Necochea,250,250,2475,9900
Ajo,1974/75,06581,Necochea,290,290,2761,9521
Ajo,1975/76,06581,Necochea,280,280,1680,6000
Ajo,1976/77,06581,Necochea,300,300,1560,5200
Ajo,1977/78,06581,Necochea,100,100,500,5000
Ajo,1978/79,06581,Necochea,14,14,67,4786
Ajo,1979/80,06581,Necochea,14,14,69,4929
Ajo,1980/81,06581,Necochea,10,10,49,4900
Ajo,1981/82,06581,Necochea,5,5,21,4200
Ajo,1969/70,06595,Olavarria,100,100,600,6000
Ajo,1970/71,06595,Olavarria,70,70,315,4500
Ajo,1971/72,06595,Olavarria,60,60,180,3000
Ajo,1972/73,06595,Olavarria,150,135,675,5000
Ajo,1973/74,06595,Olavarria,500,500,1750,3500
Ajo,1974/75,06595,Olavarria,200,200,600,3000
Ajo,1975/76,06595,Olavarria,90,90,270,3000
Ajo,1976/77,06595,Olavarria,50,50,150,3000
Ajo,1969/70,06602,Patagones,70,70,315,4500
Ajo,1970/71,06602,Patagones,100,91,387,4253
Ajo,1971/72,06602,Patagones,120,120,540,4500
Ajo,1972/73,06602,Patagones,150,150,675,4500
Ajo,1973/74,06602,Patagones,206,206,1010,4903
Ajo,1974/75,06602,Patagones,180,180,900,5000
Ajo,1975/76,06602,Patagones,200,200,1020,5100
Ajo,1976/77,06602,Patagones,220,220,924,4200
Ajo,1977/78,06602,Patagones,264,264,1135,4299
Ajo,1978/79,06602,Patagones,264,264,1108,4197
Ajo,1979/80,06602,Patagones,300,300,1400,4667
Ajo,1980/81,06602,Patagones,210,210,900,4286
Ajo,1981/82,06602,Patagones,140,140,574,4100
Ajo,1982/83,06602,Patagones,200,200,900,4500
Ajo,1983/84,06602,Patagones,150,150,600,4000
Ajo,1984/85,06602,Patagones,125,125,530,4240
Ajo,1985/86,06602,Patagones,113,113,390,3451
Ajo,1995/96,06602,Patagones,65,59,300,5085
Ajo,1969/70,06623,Pergamino,26,26,65,2500
Ajo,1970/71,06623,Pergamino,25,25,75,3000
Ajo,1971/72,06623,Pergamino,28,26,75,2885
Ajo,1972/73,06623,Pergamino,29,28,84,3000
Ajo,1973/74,06623,Pergamino,32,32,112,3500
Ajo,1974/75,06623,Pergamino,30,30,108,3600
Ajo,1975/76,06623,Pergamino,32,32,115,3594
Ajo,1976/77,06623,Pergamino,35,35,129,3686
Ajo,1977/78,06623,Pergamino,36,36,133,3694
Ajo,1978/79,06623,Pergamino,20,20,66,3300
Ajo,1979/80,06623,Pergamino,20,20,74,3700
Ajo,1980/81,06623,Pergamino,20,20,73,3650
Ajo,1969/70,06638,Pilar,4,4,16,4000
Ajo,1970/71,06638,Pilar,5,5,20,4000
Ajo,1971/72,06638,Pilar,4,4,17,4250
Ajo,1972/73,06638,Pilar,5,5,20,4000
Ajo,1973/74,06638,Pilar,4,4,20,5000
Ajo,1974/75,06638,Pilar,5,5,20,4000
Ajo,1975/76,06638,Pilar,5,5,20,4000
Ajo,1976/77,06638,Pilar,5,5,21,4200
Ajo,1977/78,06638,Pilar,5,5,20,4000
Ajo,1978/79,06638,Pilar,5,5,20,4000
Ajo,1979/80,06638,Pilar,5,5,20,4000
Ajo,1980/81,06638,Pilar,5,5,21,4200
Ajo,1981/82,06638,Pilar,5,5,23,4600
Ajo,1982/83,06638,Pilar,6,6,27,4500
Ajo,1969/70,06651,Puan,1,1,4,4000
Ajo,1970/71,06651,Puan,2,2,7,3500
Ajo,1971/72,06651,Puan,2,2,7,3500
Ajo,1972/73,06651,Puan,2,2,7,3500
Ajo,1969/70,06665,Ramallo,10,10,42,4200
Ajo,1970/71,06665,Ramallo,8,8,32,4000
Ajo,1971/72,06665,Ramallo,10,8,29,3625
Ajo,1972/73,06665,Ramallo,10,10,32,3200
Ajo,1973/74,06665,Ramallo,12,12,36,3000
Ajo,1974/75,06665,Ramallo,10,10,34,3400
Ajo,1975/76,06665,Ramallo,12,12,42,3500
Ajo,1976/77,06665,Ramallo,15,15,54,3600
Ajo,1980/81,06665,Ramallo,20,20,90,4500
